paper_00	0|0	0.020000	2010
paper_01	paper_00|1	0.020000	2010
paper_02	paper_00,paper_01|2	0.020000	2010
paper_03	paper_00,paper_02|2	0.020000	2010
paper_04	paper_00,paper_01,paper_02,paper_03|4	0.020000	2010
paper_05	paper_00,paper_01,paper_02,paper_04|4	0.020000	2010
paper_06	paper_00,paper_05|2	0.020000	2010
paper_07	paper_00,paper_01,paper_05,paper_06|4	0.020000	2011
paper_08	paper_00,paper_01,paper_04,paper_06,paper_07|5	0.020000	2011
paper_09	paper_03,paper_06,paper_08|3	0.020000	2011
paper_10	paper_00,paper_04,paper_07,paper_09|4	0.020000	2011
paper_11	paper_02,paper_04,paper_05,paper_06,paper_10|5	0.020000	2011
paper_12	paper_02,paper_03,paper_11|3	0.020000	2011
paper_13	paper_01,paper_05,paper_12|3	0.020000	2012
paper_14	paper_01,paper_05,paper_06,paper_13|4	0.020000	2012
paper_15	paper_05,paper_13,paper_14|3	0.020000	2012
paper_16	paper_00,paper_08,paper_12,paper_15|4	0.020000	2012
paper_17	paper_03,paper_06,paper_14,paper_16|4	0.020000	2012
paper_18	paper_02,paper_09,paper_17|3	0.020000	2012
paper_19	paper_02,paper_06,paper_11,paper_18|4	0.020000	2013
paper_20	paper_01,paper_02,paper_07,paper_09,paper_19|5	0.020000	2013
paper_21	paper_03,paper_07,paper_20|3	0.020000	2013
paper_22	paper_08,paper_12,paper_14,paper_21|4	0.020000	2013
paper_23	paper_05,paper_06,paper_11,paper_20,paper_22|5	0.020000	2013
paper_24	paper_08,paper_21,paper_23|3	0.020000	2013
paper_25	paper_09,paper_12,paper_14,paper_24|4	0.020000	2014
paper_26	paper_12,paper_15,paper_19,paper_21,paper_25|5	0.020000	2014
paper_27	paper_14,paper_24,paper_26|3	0.020000	2014
paper_28	paper_08,paper_14,paper_17,paper_27|4	0.020000	2014
paper_29	paper_08,paper_15,paper_17,paper_19,paper_28|5	0.020000	2014
paper_30	paper_09,paper_13,paper_29|3	0.020000	2014
paper_31	paper_17,paper_25,paper_29,paper_30|4	0.020000	2014
paper_32	paper_19,paper_25,paper_27,paper_28,paper_31|5	0.020000	2015
paper_33	paper_17,paper_21,paper_32|3	0.020000	2015
paper_34	paper_17,paper_20,paper_30,paper_33|4	0.020000	2015
paper_35	paper_21,paper_26,paper_30,paper_31,paper_34|5	0.020000	2015
paper_36	paper_25,paper_31,paper_35|3	0.020000	2015
paper_37	paper_17,paper_20,paper_24,paper_36|4	0.020000	2015
paper_38	paper_20,paper_21,paper_34,paper_35,paper_37|5	0.020000	2016
paper_39	paper_22,paper_23,paper_38|3	0.020000	2016
paper_40	paper_24,paper_32,paper_39|3	0.020000	2016
paper_41	paper_21,paper_31,paper_33,paper_38,paper_40|5	0.020000	2016
paper_42	paper_27,paper_35,paper_41|3	0.020000	2016
paper_43	paper_19,paper_36,paper_40,paper_42|4	0.020000	2016
paper_44	paper_28,paper_33,paper_35,paper_42,paper_43|5	0.020000	2017
paper_45	paper_28,paper_34,paper_44|3	0.020000	2017
paper_46	paper_30,paper_38,paper_39,paper_45|4	0.020000	2017
paper_47	paper_25,paper_30,paper_33,paper_41,paper_46,paper_49|6	0.020000	2017
paper_48	paper_28,paper_41,paper_47|3	0.020000	2017
paper_49	paper_34,paper_41,paper_45,paper_48|4	0.020000	2017
